NUMBER	SwissProt ID (DUB)	SwissProt ID (Substrate)	SwissProt AC (DUB)	SwissProt AC (Substrate)	Gene Symbol (DUB)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	DUBTYPE	COUNT	type	species
821	UBP34_HUMAN	AMFR_HUMAN	Q70CQ2	Q9UKV5	USP34	AMFR	MEDLINE	30585151	The ubiquitin specific protease <span class="match term0">USP34</span> protects the ubiquitin ligase <span class="match term1">gp78</span> from proteasomal degradation	USP	1	Other	H.sapiens
822	UBP10_HUMAN	P53_HUMAN	Q14694	P04637	USP10	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
823	OTU7B_HUMAN	TRAF6_HUMAN	Q6GQQ9	Q9Y4K3	OTUD7B	TRAF6	MEDLINE	23564640	<span class="match term0">Cezanne</span> regulates inflammatory responses to hypoxia in endothelial cells by targeting <span class="match term1">TRAF6</span> for deubiquitination	OTU	1	Training data	H.sapiens
824	UBP19_HUMAN	NCOA3_HUMAN	O94966	Q9Y6Q9	USP19	NCOA3	MEDLINE	34135062	Mechanistically, <span class="match term0">USP19</span> removed the K63-linked ubiquitin chain from RORgammat lysine 313, which is essential for recruiting the coactivator <span class="match term1">SRC3</span>	USP	1	Other	H.sapiens
825	UBP11_HUMAN	P53_HUMAN	P51784	P04637	USP11	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
826	UBP24_HUMAN	P53_HUMAN	Q9UPU5	P04637	USP24	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
827	UBP48_HUMAN	SIR6_HUMAN	Q86UV5	Q8N6T7	USP48	SIRT6	MEDLINE	33903120	<span class="match term0">USP48</span> physically bound and stabilized <span class="match term1">SIRT6</span> by K48-linked deubiquitination at the K33 and K128 sites of <span class="match term1">SIRT6</span>, which impeded metabolic reprogramming to hamper HCC tumorigenesis	USP	1	Other	H.sapiens
828	USP9X_HUMAN	PSD1_HUMAN	Q93008	A5PKW4	USP9X	PSD	MEDLINE	20339350	<span class="match term0">USP9x</span>-mediated deubiquitination of <span class="match term1">EFA6</span> regulates de novo tight junction assembly	USP	1	Training data	H.sapiens
829	UBP29_HUMAN	P53_HUMAN	Q9HBJ7	P04637	USP29	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
830	UBP25_HUMAN	A4_HUMAN	Q9UHP3	P05067	USP25	APP	MEDLINE	22590560	Similarly to what occurs with CD3delta, overexpression of <span class="match term0">USP25</span> increases <span class="match term1">APP</span> half-life. Again, this effect depends on the catalytic activity of <span class="match term0">USP25</span>, as catalytically inactive <span class="match term0">USP25</span>(C178S) does not alter <span class="match term1">APP</span> turnover (Figure 3B).	USP	1	Other	H.sapiens
831	UBP49_HUMAN	DUS1_HUMAN	Q70CQ1	P28562	USP49	DUSP1	MEDLINE	30246457	Moreover, <span class="match term0">USP49</span> positively regulated <span class="match term1">DUSP1</span> expression through deubiquitinating <span class="match term1">DUSP1</span>.	USP	1	Training data	H.sapiens
832	UBP46_HUMAN	ANDR_HUMAN	P62068	P10275	USP46	AR	MEDLINE	29861848	Here we report that the novel small molecule anti-androgen, galeterone targets USP12 and <span class="match term0">USP46</span>, two highly homologous deubiquitinating enzymes that control the <span class="match term1">AR</span>-AKT-MDM2-P53 signalling pathway.	USP	1	Training data	H.sapiens
833	UBP42_HUMAN	P53_HUMAN	Q9H9J4	P04637	USP42	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
834	UBP5_HUMAN	P53_HUMAN	P45974	P04637	USP5	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
835	UBP7_HUMAN	P53_HUMAN	Q93009	P04637	USP7	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
836	USP9X_HUMAN	IQCB1_HUMAN	Q93008	Q15051	USP9X	IQCB1	MEDLINE	28498859	<span class="match term1">NPHP5</span> directly binds to a deubiquitinating enzyme <span class="match term0">USP9X</span>/FAM and two E3 ubiquitin ligases BBS11/TRIM32 and MARCH7/axotrophin. <span class="match term1">NPHP5</span> undergoes K63 ubiquitination in a cell cycle dependent manner and K48/K63 ubiquitination upon <span class="match term0">USP9X</span> depletion or inhibition	USP	1	Training data	H.sapiens
837	UBP2_HUMAN	PER1_HUMAN	O75604	O15534	USP2	PER1	MEDLINE	25238854	Recently, we showed that the deubiquitinating enzyme ubiquitin-specific peptidase 2 (<span class="match term0">USP2</span>) associates with clock proteins and deubiquitinates PERIOD1 (<span class="match term1">PER1</span>) but does not affect its overall stability.	USP	1	Training data	H.sapiens
838	USP9X_HUMAN	P53_HUMAN	Q93008	P04637	USP9X	TP53	MEDLINE	28801249	28801249	USP	1	Training data	H.sapiens
839	UBP28_HUMAN	TP53B_HUMAN	Q96RU2	Q12888	USP28	TP53BP1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
840	OTUD5_HUMAN	TRAF2_HUMAN	Q96G74	Q12933	OTUD5	TRAF2	MEDLINE	24375678	Given that TRAF3 may be dispensable for RIG-I signalling 92, it cannot be excluded, however, that <span class="match term0">DUBA</span> also targets other E3 ligases like <span class="match term1">TRAF2</span>, 5 and 6.	OTU	1	Training data	H.sapiens
841	CYLD_HUMAN	LCK_HUMAN	Q9NQC7	P06239	CYLD	LCK	MEDLINE	26763122	Other identified <span class="match term0">CYLD</span> substrates include TNF receptor associated factor 7 (TRAF7), TRAF interacting protein (TRIP), transforming growth factor beta-activated kinase 1 (TAK1), NF-kappa-B essential modifier (NEMO), lymphocyte cell specific protein-tyrosine kinase (<span class="match term1">LCK</span>), receptor-interacting protein 1 (RIP1), retinoic acid inducible gene (RIG), and polo-like kinase 1 (PLK1)	USP	1	Training data	H.sapiens
842	UBP33_HUMAN	DUS1_HUMAN	Q8TEY7	P28562	USP33	DUSP1	MEDLINE	31857702	Mechanistically, we found that <span class="match term0">USP33</span> could inhibit the Lys48 (K48)-linked polyubiquitination of <span class="match term1">DUSP1</span>	USP	1	Other	H.sapiens
843	UBP14_HUMAN	DDX58_HUMAN	P54578	O95786	USP14	DDX58	MEDLINE	30466171	<span class="match term0">USP14</span> promotes K63-linked <span class="match term1">RIG-I</span> deubiquitination and suppresses antiviral immune responses	USP	1	Other	H.sapiens
844	UBP7_HUMAN	TPP1_HUMAN	Q93009	O14773	USP7	TPP1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
845	OTUD5_HUMAN	TRAF3_HUMAN	Q96G74	Q13114	OTUD5	TRAF3	MEDLINE	28063927	28063927	OTU	1	Training data	H.sapiens
846	UBP4_HUMAN	ITF2_HUMAN	Q13107	P15884	USP4	TCF4	MEDLINE	25121098	DUBs regulate canonical Wnt signaling, by modulating beta-catenin activity. <span class="match term0">USP4</span> deubiquitinases <span class="match term1">TCF4</span>, to suppress beta-catenin dependent transcription	USP	1	Training data	H.sapiens
847	UBP8_HUMAN	ERBB2_HUMAN	P40818	P04626	USP8	ERBB2	MEDLINE	21044682	<span class="match term1">ERBB2</span> is a target for <span class="match term0">USP8</span>-mediated deubiquitination	USP	1	Training data	H.sapiens
848	VCIP1_HUMAN	SPRTN_HUMAN	Q96JH7	Q9H040	VCPIP1	SPRTN	MEDLINE	33567341	Previously, <span class="match term0">VCPIP1</span> and USP7 deubiquitinases have been shown to regulate <span class="match term1">SPRTN</span>	OTU	1	Other	H.sapiens
849	OTUD5_HUMAN	TRAF5_HUMAN	Q96G74	O00463	OTUD5	TRAF5	MEDLINE	24375678	Given that TRAF3 may be dispensable for RIG-I signalling 92, it cannot be excluded, however, that <span class="match term0">DUBA</span> also targets other E3 ligases like TRAF2, 5 and 6.	OTU	1	Training data	H.sapiens
850	UBP44_HUMAN	FOXP3_HUMAN	Q9H0E7	Q9BZS1	USP44	FOXP3	MEDLINE	32644293	<span class="match term0">USP44</span> interacts with and stabilizes <span class="match term1">FOXP3</span> by removing K48-linked ubiquitin modifications	USP	1	Other	H.sapiens
851	UBP7_HUMAN	PLK1_HUMAN	Q93009	P53350	USP7	PLK1	MEDLINE	31730000	<span class="match term0">USP7</span> is a novel Deubiquitinase sustaining <span class="match term1">PLK1</span> protein stability and regulating chromosome alignment in mitosis	USP	1	Other	H.sapiens
852	UBP4_HUMAN	NR2C2_HUMAN	Q13107	P49116	USP4	NR2C2	MEDLINE	29573006	Mechanistically, hepatocyte <span class="match term0">USP4</span> directly bound to and deubiquitinated transforming growth factor-beta activated kinase 1 (<span class="match term1">TAK1</span>)	USP	1	Training data	H.sapiens
853	OTUD5_HUMAN	TRAF6_HUMAN	Q96G74	Q9Y4K3	OTUD5	TRAF6	MEDLINE	24375678	Given that TRAF3 may be dispensable for RIG-I signalling 92, it cannot be excluded, however, that <span class="match term0">DUBA</span> also targets other E3 ligases like TRAF2, 5 and 6.	OTU	1	Training data	H.sapiens
854	ZC12A_HUMAN	TRAF6_HUMAN	Q5D1E8	Q9Y4K3	ZC3H12A	TRAF6	MEDLINE	25121098	Cezanne has been reported to hydrolyze linear K11-Ub chains from RIP1. <span class="match term0">MCPIP1</span> also removes K63-Ub from RIP1 and TRAF2 and 6 but its activity is unclear	Other	1	Training data	H.sapiens
855	TRI44_HUMAN	TRI17_HUMAN	Q96DX7	Q9Y577	TRIM44	TRIM17	MEDLINE	19358823	hUbiquitome	Other	1	Other	H.sapiens
856	UBP20_HUMAN	RAD17_HUMAN	Q9Y2K6	O75943	USP20	RAD17	MEDLINE	24923443	Similar to Chk1  and <span class="match term1">Rad17</span>, which enhance recombinational repair of collapsed replication forks, we demonstrate that <span class="match term0">USP20</span> depletion impairs DNA double strand break repair by homologous recombination.	USP	1	Training data	H.sapiens
857	OTUD1_HUMAN	SMAD7_HUMAN	Q5VV17	O15105	OTUD1	SMAD7	MEDLINE	29235476	Breast cancer metastasis suppressor <span class="match term0">OTUD1</span> deubiquitinates <span class="match term1">SMAD7</span>	OTU	1	Training data	H.sapiens
858	ZC12A_HUMAN	RIPK1_HUMAN	Q5D1E8	Q13546	ZC3H12A	RIPK1	MEDLINE	25121098	Cezanne has been reported to hydrolyze linear K11-Ub chains from <span class="match term1">RIP1</span>. <span class="match term0">MCPIP1</span> also removes K63-Ub from <span class="match term1">RIP1</span> and TRAF2 and 6 but its activity is unclear	Other	1	Training data	H.sapiens
859	UBP11_HUMAN	RAE1L_HUMAN	P51784	P78406	USP11	RAE1	MEDLINE	29293652	<span class="match term0">USP11</span> deubiquitinates <span class="match term1">RAE1</span> and plays a key role in bipolar spindle formation	USP	1	Other	H.sapiens
860	UBP15_HUMAN	TRI25_HUMAN	Q9Y4E8	Q14258	USP15	TRIM25	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
861	UBP37_HUMAN	CDT1_HUMAN	Q86T82	Q9H211	USP37	CDT1	MEDLINE	27296872	<span class="match term0">USP37</span> deubiquitinates <span class="match term1">Cdt1</span> and contributes to regulate DNA replication	USP	1	Other	H.sapiens
862	CYLD_HUMAN	TRIPC_HUMAN	Q9NQC7	Q14669	CYLD	TRIP12	MEDLINE	26763122	Other identified <span class="match term0">CYLD</span> substrates include TNF receptor associated factor 7 (TRAF7), TRAF interacting protein (TRIP), transforming growth factor beta-activated kinase 1 (TAK1), NF-kappa-B essential modifier (NEMO), lymphocyte cell specific protein-tyrosine kinase (LCK), receptor-interacting protein 1 (RIP1), retinoic acid inducible gene (RIG), and polo-like kinase 1 (PLK1)	USP	1	Training data	H.sapiens
863	UBP7_HUMAN	TRIPC_HUMAN	Q93009	Q14669	USP7	TRIP12	MEDLINE	25557975	<span class="match term0">UBIQUITIN-SPECIFIC PROTEASE 7</span> accelerates p14(ARF) degradation by deubiquitinating thyroid hormone receptor-interacting protein 12 and promotes hepatocellular carcinoma progression	USP	1	Training data	H.sapiens
864	UBP5_HUMAN	HDAC2_HUMAN	P45974	Q92769	USP5	HDAC2	MEDLINE	31727867	Moreover, <span class="match term0">USP5</span> interacted with <span class="match term1">HDAC2</span>, and disruption of <span class="match term0">USP5</span> enhanced the ubiquitination of <span class="match term1">HDAC2</span>	USP	1	Other	H.sapiens
865	BAP1_HUMAN	GCP3_HUMAN	Q92560	Q96CW5	BAP1	TUBGCP3	MEDLINE	25228651	Deubiquitination of gamma-tubulin by <span class="match term0">BAP1</span> prevents chromosome instability in breast cancer cells	UCH	1	Training data	H.sapiens
866	UBP51_HUMAN	DGCR8_HUMAN	Q70EK9	Q8WYQ5	USP51	DGCR8	MEDLINE	34188037	Upon radiation, the kinase ATM and the deubiquitinase <span class="match term0">USP51</span> mediate the activation and stabilization of <span class="match term1">DGCR8</span> through phosphorylation and deubiquitination	USP	1	Other	H.sapiens
867	STABP_HUMAN	CXA1_HUMAN	O95630	P17302	STAMBP	GJA1	MEDLINE	25070368	<span class="match term0">AMSH</span>-mediated deubiquitination of <span class="match term1">Cx43</span> regulates internalization and degradation of gap junctions	Other	1	Training data	H.sapiens
868	UCHL1_HUMAN	UCHL1_HUMAN	P09936	P09936	UCHL1	UCHL1	MEDLINE	17259170	Interestingly, <span class="match term0">UCH-L1</span> catalyzes its own deubiquitination in an intramolecular manner, thereby regulating the lifetime of this modification.	UCH	1	Training data	H.sapiens
869	UBP7_HUMAN	UHRF1_HUMAN	Q93009	Q96T88	USP7	UHRF1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
870	ZRAN1_HUMAN	EZH2_HUMAN	Q9UGI0	Q15910	ZRANB1	EZH2	MEDLINE	29669287	Here we identify <span class="match term0">ZRANB1</span> as the <span class="match term1">EZH2</span> deubiquitinase	OTU	1	Training data	H.sapiens
871	OTUD1_HUMAN	IRF3_HUMAN	Q5VV17	Q14653	OTUD1	IRF3	MEDLINE	30100102	As a deubiquitinase, <span class="match term0">OTUD1</span> directly interacts with transcription factor <span class="match term1">IRF3</span> and removes the K63-linked poly-ubiquitin chains on <span class="match term1">IRF3</span> Lysine 98, which inhibits <span class="match term1">IRF3</span> nuclear translocation and transcriptional activity	OTU	1	Training data	H.sapiens
872	UBP4_HUMAN	UBP4_HUMAN	Q13107	Q13107	USP4	USP4	MEDLINE	16472766	UnpEL/<span class="match term0">Usp4</span> is ubiquitinated by Ro52 and deubiquitinated by itself	USP	1	Training data	H.sapiens
873	UBP15_HUMAN	VDAC1_HUMAN	Q9Y4E8	P21796	USP15	VDAC1	MEDLINE	26445063	26445063	USP	1	Training data	H.sapiens
874	UBP30_HUMAN	VDAC1_HUMAN	Q70CQ3	P21796	USP30	VDAC1	MEDLINE	26445063	26445063	USP	1	Training data	H.sapiens
875	UBP35_HUMAN	VDAC1_HUMAN	Q9P2H5	P21796	USP35	VDAC1	MEDLINE	26445063	26445063	USP	1	Training data	H.sapiens
876	UBP11_HUMAN	XIAP_HUMAN	P51784	P98170	USP11	XIAP	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
877	UBP7_HUMAN	XPC_HUMAN	Q93009	Q01831	USP7	XPC	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
878	BRCC3_HUMAN	FANCG_HUMAN	P46736	O15287	BRCC3	FANCG	MEDLINE	25132264	we demonstrated that K63Ub-modified <span class="match term1">FANCG</span> was deubiquitinated by <span class="match term0">BRCC36</span> complex in vitro and in vivo	JAMM	1	Other	H.sapiens
879	PSDE_HUMAN	ERBB2_HUMAN	O00487	P04626	PSMD14	ERBB2	MEDLINE	25121098	<span class="match term0">POH1</span> regulates <span class="match term1">ErbB2</span>, an EGFR family member	JAMM	1	Training data	H.sapiens
880	UBP20_HUMAN	ULK1_HUMAN	Q9Y2K6	O75385	USP20	ULK1	MEDLINE	30126257	The deubiquitination of <span class="match term1">ULK1</span> by <span class="match term0">USP20</span> allows for its stabilization and promotion of autophagy induction	USP	1	Training data	H.sapiens
881	UBP50_HUMAN	XRCC6_HUMAN	Q70EL3	P12956	USP50	XRCC6	MEDLINE	29101126	29101126	Other	1	Training data	H.sapiens
882	USP9Y_HUMAN	SMAD4_HUMAN	O00507	Q13485	USP9Y	SMAD4	UNIPROT	UBP15_HUMAN	Deubiquitinates monoubiquitinated <span class="match term1">SMAD4</span>, opposing the activity of E3 ubiquitin-protein ligase TRIM33.	USP	1	Other	H.sapiens
883	BAP1_HUMAN	TYY1_HUMAN	Q92560	P25490	BAP1	YY1	MEDLINE	25121098	<span class="match term0">BAP1</span> also controls G1/S cell cycle progression by regulating BRCA-1 [111], Ying Yang 1 (YY-1), and host cell factor 1 (HCF-1)	UCH	1	Training data	H.sapiens
884	CSN5_MOUSE	PD1L1_MOUSE	O35864	Q9EP73	Cops5	Cd274	MEDLINE	33354502	Berberine diminishes cancer cell <span class="match term1">PD-L1</span> expression and facilitates antitumor immunity via inhibiting the deubiquitination activity of <span class="match term0">CSN5</span>	JAMM	1	Other	M.musculus
885	OTU1_MOUSE	NEDD4_MOUSE	Q8CB27	P46935	Yod1	Nedd4	MEDLINE	31916733	<span class="match term0">YOD1</span> Deubiquitinates <span class="match term1">NEDD4</span> Involved in the Hippo Signaling Pathway	OTU	1	Other	M.musculus
886	UBP38_MOUSE	JUNB_MOUSE	Q8BW70	P09450	Usp38	Junb	MEDLINE	30224386	Mechanistically, <span class="match term0">USP38</span> directly associated with <span class="match term1">JunB</span>, deubiquitinated Lys-48-linked poly-ubiquitination of <span class="match term1">JunB</span>, and consequently blocked TCR-induced <span class="match term1">JunB</span> turnover	USP	1	Other	M.musculus
887	UBP15_MOUSE	IF4A1_MOUSE	Q8R5H1	P60843	Usp15	Eif4a1	MEDLINE	32671073	<span class="match term0">USP15</span> Enhances Re-epithelialization Through Deubiquitinating <span class="match term1">EIF4A1</span> During Cutaneous Wound Repair	USP	1	Other	M.musculus
888	UBP2_MOUSE	AURKA_MOUSE	O88623	P97477	Usp2	Aurka	MEDLINE	33530560	<span class="match term0">USP2</span> modulates cell cycle progression, and therefore carcinogenesis, via the deubiquitination of cyclins and <span class="match term1">Aurora-A</span>	USP	1	Other	M.musculus
889	UBP5_MOUSE	SNAI2_MOUSE	P56399	P97469	Usp5	Snai2	MEDLINE	30809294	Cycloheximide chase assays and deubiquitination assays confirmed that the effect of <span class="match term0">USP5</span> on the deubiquitin of <span class="match term1">SLUG</span>	USP	1	Other	M.musculus
890	USP9X_MOUSE	ANK3_MOUSE	P70398	G5E8K5	Usp9x	Ank3	MEDLINE	31813652	<span class="match term0">Usp9X</span> phosphorylation enhances their interaction, decreases <span class="match term1">ANKYRIN-G</span> polyubiquitination, and stabilizes <span class="match term1">ANKYRIN-G</span> to maintain dendritic spine development	USP	1	Other	M.musculus
891	UBP22_MOUSE	IMA1_MOUSE	Q5DU02	P52293	Usp22	Kpna2	MEDLINE	32130408	<span class="match term0">USP22</span> promotes IRF3 nuclear translocation and antiviral responses by deubiquitinating the importin protein <span class="match term1">KPNA2</span>	USP	1	Other	M.musculus
892	PSDE_MOUSE	CAV1_MOUSE	O35593	P49817	Psmd14	Cav1	MEDLINE	30745168	<span class="match term0">POH1</span> contributes to hyperactivation of TGF-beta signaling and facilitates hepatocellular carcinoma metastasis through deubiquitinating TGF-beta receptors and <span class="match term1">caveolin-1</span>	JAMM	1	Other	M.musculus
