NUMBER	SwissProt ID (E3)	SwissProt ID (Substrate)	SwissProt AC (E3)	SwissProt AC (Substrate)	Gene Symbol (E3)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	E3TYPE	COUNT	type	species
3819	AMA1_YEAST	CGS5_YEAST	P50082	P30283	AMA1	CLB5	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3820	BRE1_YEAST	H2B1_YEAST	Q07457	P02293	BRE1	HTB1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3821	BRE1_YEAST	H2B2_YEAST	Q07457	P02294	BRE1	HTB2	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3822	BRE1_YEAST	SWD2_YEAST	Q07457	P36104	BRE1	SWD2	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3823	CDC20_YEAST	KIP1_YEAST	P26309	P28742	CDC20	KIP1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3824	CDC20_YEAST	CGS5_YEAST	P26309	P30283	CDC20	CLB5	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3825	CDC20_YEAST	SPO13_YEAST	P26309	P23624	CDC20	SPO13	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3826	CDC20_YEAST	MPS1_YEAST	P26309	P54199	CDC20	MPS1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3827	CDC20_YEAST	CG22_YEAST	P26309	P24869	CDC20	CLB2	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3828	CDC20_YEAST	SECU_YEAST	P26309	P40316	CDC20	PDS1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3829	CDC20_YEAST	HSL1_YEAST	P26309	P34244	CDC20	HSL1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3830	CDC20_YEAST	ACM1_YEAST	P26309	Q08981	CDC20	ACM1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3831	CDC20_YEAST	UME6_YEAST	P26309	P39001	CDC20	UME6	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3832	CDC20_YEAST	CG23_YEAST	P26309	P24870	CDC20	CLB3	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3833	CDC4_YEAST	RCN1_YEAST	P07834	P36054	CDC4	RCN1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3834	CDC4_YEAST	HSL1_YEAST	P07834	P34244	CDC4	HSL1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3835	CDC4_YEAST	CG12_YEAST	P07834	P20438	CDC4	CLN2	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3836	CDC4_YEAST	CDC4_YEAST	P07834	P07834	CDC4	CDC4	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3837	CDC4_YEAST	GCN4_YEAST	P07834	P03069	CDC4	GCN4	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3838	CDC4_YEAST	CBF3C_YEAST	P07834	P35203	CDC4	CTF13	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3839	CDC4_YEAST	CDC6_YEAST	P07834	P09119	CDC4	CDC6	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3840	CDC4_YEAST	STE5_YEAST	P07834	P32917	CDC4	STE5	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3841	CDC4_YEAST	FAR1_YEAST	P07834	P21268	CDC4	FAR1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3842	CDC4_YEAST	CGS6_YEAST	P07834	P32943	CDC4	CLB6	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3843	CDC4_YEAST	HAC1_YEAST	P07834	P41546	CDC4	HAC1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3844	CDC4_YEAST	SWI5_YEAST	P07834	P08153	CDC4	SWI5	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3845	CDC4_YEAST	SIC1_YEAST	P07834	P38634	CDC4	SIC1	MEDLINE	9285816	Ubiquitin chain formation is abrogated in cdc4ts mutant extracts and assembly restored by the addition of exogenous <span class="match term0">CDC4</span>, suggesting a direct role for this protein in <span class="match term1">SIC1</span> multiubiquitination	Other	1	Other	S.cerevisiae
3846	CDC4_YEAST	TEC1_YEAST	P07834	P18412	CDC4	TEC1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3847	CDH1_YEAST	ASE1_YEAST	P53197	P50275	CDH1	ASE1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3848	CDH1_YEAST	ACM1_YEAST	P53197	Q08981	CDH1	ACM1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3849	CDH1_YEAST	CDC20_YEAST	P53197	P26309	CDH1	CDC20	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3850	CDH1_YEAST	HSL1_YEAST	P53197	P34244	CDH1	HSL1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3851	CDH1_YEAST	CGS5_YEAST	P53197	P30283	CDH1	CLB5	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3852	CDH1_YEAST	MPS1_YEAST	P53197	P54199	CDH1	MPS1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3853	CDH1_YEAST	CDC5_YEAST	P53197	P32562	CDH1	CDC5	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3854	CDH1_YEAST	FIN1_YEAST	P53197	Q03898	CDH1	FIN1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3855	CDH1_YEAST	SECU_YEAST	P53197	P40316	CDH1	PDS1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3856	CDH1_YEAST	CIN8_YEAST	P53197	P27895	CDH1	CIN8	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3857	CDH1_YEAST	IQG1_YEAST	P53197	Q12280	CDH1	IQG1	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3858	CDH1_YEAST	CG22_YEAST	P53197	P24869	CDH1	CLB2	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3859	CDH1_YEAST	CG23_YEAST	P53197	P24870	CDH1	CLB3	MEDLINE	22199232	E3Net	CDC20	1	Other	S.cerevisiae
3860	CBF3C_YEAST	CBF3C_YEAST	P35203	P35203	CTF13	CTF13	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3861	DIA2_YEAST	TEC1_YEAST	Q08496	P18412	DIA2	TEC1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3862	ELOA1_YEAST	RPB1_YEAST	P53861	P04050	ELA1	RPO21	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3863	GRR1_YEAST	CG12_YEAST	P24814	P20438	GRR1	CLN2	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3864	GRR1_YEAST	MKS1_YEAST	P24814	P34072	GRR1	MKS1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3865	GRR1_YEAST	GIC2_YEAST	P24814	Q06648	GRR1	GIC2	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3866	GRR1_YEAST	STD1_YEAST	P24814	Q02794	GRR1	STD1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3867	GRR1_YEAST	F16P_YEAST	P24814	P09201	GRR1	FBP1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3868	GRR1_YEAST	IME2_YEAST	P24814	P32581	GRR1	IME2	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3869	GRR1_YEAST	CG11_YEAST	P24814	P20437	GRR1	CLN1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3870	GRR1_YEAST	GRR1_YEAST	P24814	P24814	GRR1	GRR1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3871	GRR1_YEAST	MTH1_YEAST	P24814	P35198	GRR1	MTH1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3872	GRR1_YEAST	GIS4_YEAST	P24814	Q04233	GRR1	GIS4	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3873	GRR1_YEAST	CYK2_YEAST	P24814	Q05080	GRR1	HOF1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3874	GRR1_YEAST	SIC1_YEAST	P24814	P38634	GRR1	SIC1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3875	GRR1_YEAST	GAL2_YEAST	P24814	P13181	GRR1	GAL2	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3876	-	CAN_YEAST	-	P53615	HEYL	NCE103	MEDLINE	31789040	UbiNet 2.0	Other	1	Other	S.cerevisiae
3877	HRD1_YEAST	HRD1_YEAST	Q08109	Q08109	HRD1	HRD1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3878	HRD1_YEAST	PDR5_YEAST	Q08109	P33302	HRD1	PDR5	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3879	HRD1_YEAST	HMDH2_YEAST	Q08109	P12684	HRD1	HMG2	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3880	HRD1_YEAST	CDC48_YEAST	Q08109	P25694	HRD1	CDC48	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3881	HRD1_YEAST	HMDH1_YEAST	Q08109	P12683	HRD1	HMG1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3882	HRD1_YEAST	DER1_YEAST	Q08109	P38307	HRD1	DER1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3883	HRD1_YEAST	CBPY_YEAST	Q08109	P00729	HRD1	PRC1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3884	HRD1_YEAST	SC61A_YEAST	Q08109	P32915	HRD1	SEC61	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3885	HRT3_YEAST	HRT3_YEAST	Q12347	Q12347	HRT3	HRT3	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3886	MDM30_YEAST	MDM34_YEAST	Q05930	P53083	MDM30	MDM34	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3887	MDM30_YEAST	FZO1_YEAST	Q05930	P38297	MDM30	FZO1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3888	MDM30_YEAST	GAL4_YEAST	Q05930	P04386	MDM30	GAL4	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3889	MET30_YEAST	SWE1_YEAST	P39014	P32944	MET30	SWE1	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3890	MET30_YEAST	CG13_YEAST	P39014	P13365	MET30	CLN3	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3891	MET30_YEAST	MET4_YEAST	P39014	P32389	MET30	MET4	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3892	MET30_YEAST	MET30_YEAST	P39014	P39014	MET30	MET30	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3893	MET30_YEAST#CDC4_YEAST	CENPA_YEAST	P39014#P07834	P36012	MET30#CDC4	CSE4	MEDLINE	32032354	We show that two Skp, Cullin, F-box (SCF) ubiquitin ligases with the evolutionarily conserved F-box proteins Met30 and Cdc4 interact and cooperatively regulate proteolysis of endogenous <span class="match term1">Cse4</span> and prevent its mislocalization for faithful chromosome segregation under physiological conditions	Other	1	Other	S.cerevisiae
3894	NOT4_YEAST	NACB1_YEAST	P34909	Q02642	MOT2	EGD1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3895	NOT4_YEAST	NACA_YEAST	P34909	P38879	MOT2	EGD2	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3896	MPE1_YEAST	YSH1_YEAST	P35728	Q06224	MPE1	YSH1	MEDLINE	32009536	<span class="match term1">Ysh1</span> ubiquitination is mediated by the Ubc4 ubiquitin conjugating enzyme and <span class="match term0">Mpe1</span>, which in addition to its function in C/P, is also a RING ubiquitin ligase	Other	1	Other	S.cerevisiae
3897	NAM7_YEAST	NAM7_YEAST	P30771	P30771	NAM7	NAM7	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3898	SIZ2_YEAST	SIZ2_YEAST	Q12216	Q12216	NFI1	NFI1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3899	PIB1_YEAST	RDS2_YEAST	Q06651	P19541	PIB1	RDS2	MEDLINE	31604822	Through in vivo and in vitro experiments, we establish <span class="match term0">Pib1</span> as the ubiquitin E3 ligase that regulates <span class="match term1">Rds2</span> ubiquitination and stability	RING	1	Other	S.cerevisiae
3900	PSH1_YEAST	CENPA_YEAST	Q12161	P36012	PSH1	CSE4	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3901	RAD18_YEAST	HO_YEAST	P10862	P09932	RAD18	HO	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3902	RAD18_YEAST	RAD5_YEAST	P10862	P32849	RAD18	RAD5	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3903	RAD18_YEAST	PCNA_YEAST	P10862	P15873	RAD18	POL30	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3904	RAD5_YEAST	PCNA_YEAST	P32849	P15873	RAD5	POL30	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3905	RAD7_YEAST	RAD4_YEAST	P06779	P14736	RAD7	RAD4	MEDLINE	22199232	E3Net	F-box	1	Other	S.cerevisiae
3906	RMD5_YEAST	F16P_YEAST	Q12508	P09201	RMD5	FBP1	MEDLINE	22199232	E3Net	RING	1	Other	S.cerevisiae
3907	RSP5_YEAST	SNA4_YEAST	P39940	Q07549	RSP5	SNA4	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3908	RSP5_YEAST	RPC8_YEAST	P39940	P35718	RSP5	RPC25	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3909	RSP5_YEAST	VPS9_YEAST	P39940	P54787	RSP5	VPS9	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3910	RSP5_YEAST	YM46_YEAST	P39940	Q03231	RSP5	YMR181C	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3911	RSP5_YEAST	ZRT1_YEAST	P39940	P32804	RSP5	ZRT1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3912	RSP5_YEAST	TAF3_YEAST	P39940	Q12297	RSP5	TAF3	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3913	RSP5_YEAST	ROG3_YEAST	P39940	P43602	RSP5	ROG3	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3914	RSP5_YEAST	STE2_YEAST	P39940	D6VTK4	RSP5	STE2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3915	RSP5_YEAST	ACK1_YEAST	P39940	Q07622	RSP5	ACK1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3916	RSP5_YEAST	ART10_YEAST	P39940	P18634	RSP5	ART10	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3917	RSP5_YEAST	LSB1_YEAST	P39940	P53281	RSP5	LSB1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3918	RSP5_YEAST	GAL2_YEAST	P39940	P13181	RSP5	GAL2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3919	RSP5_YEAST	HPR1_YEAST	P39940	P17629	RSP5	HPR1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3920	RSP5_YEAST	SNA3_YEAST	P39940	P14359	RSP5	SNA3	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3921	RSP5_YEAST	CUE5_YEAST	P39940	Q08412	RSP5	CUE5	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3922	RSP5_YEAST	ROD1_YEAST	P39940	Q02805	RSP5	ROD1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3923	RSP5_YEAST	BSD2_YEAST	P39940	P38356	RSP5	BSD2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3924	RSP5_YEAST	RSA1_YEAST	P39940	Q08932	RSP5	RSA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3925	RSP5_YEAST	SRP40_YEAST	P39940	P32583	RSP5	SRP40	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3926	RSP5_YEAST	YIP5_YEAST	P39940	P53108	RSP5	YIP5	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3927	RSP5_YEAST	YKC3_YEAST	P39940	P36103	RSP5	YKL023W	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3928	RSP5_YEAST	RPN10_YEAST	P39940	P38886	RSP5	RPN10	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3929	RSP5_YEAST	ALY1_YEAST	P39940	P36117	RSP5	ALY1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3930	RSP5_YEAST	BXI1_YEAST	P39940	P48558	RSP5	BXI1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3931	RSP5_YEAST	CTR1_YEAST	P39940	P49573	RSP5	CTR1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3932	RSP5_YEAST	MVB12_YEAST	P39940	P42939	RSP5	MVB12	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3933	RSP5_YEAST	NOP53_YEAST	P39940	Q12080	RSP5	NOP53	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3934	RSP5_YEAST	WWM1_YEAST	P39940	P43582	RSP5	WWM1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3935	RSP5_YEAST	SLA1_YEAST	P39940	P32790	RSP5	SLA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3936	RSP5_YEAST	EAF7_YEAST	P39940	P53911	RSP5	EAF7	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3937	RSP5_YEAST	G6PI_YEAST	P39940	P12709	RSP5	PGI1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3938	RSP5_YEAST	CBPY_YEAST	P39940	P00729	RSP5	PRC1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3939	RSP5_YEAST	SPT23_YEAST	P39940	P35210	RSP5	SPT23	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3940	RSP5_YEAST	RPB7_YEAST	P39940	P34087	RSP5	RPB7	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3941	RSP5_YEAST	YP084_YEAST	P39940	Q06821	RSP5	YPR084W	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3942	RSP5_YEAST	MGA2_YEAST	P39940	P40578	RSP5	MGA2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3943	RSP5_YEAST	ENT2_YEAST	P39940	Q05785	RSP5	ENT2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3944	RSP5_YEAST	MUP1_YEAST	P39940	P50276	RSP5	MUP1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3945	RSP5_YEAST	TRM1_YEAST	P39940	P15565	RSP5	TRM1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3946	RSP5_YEAST	PHO91_YEAST	P39940	P27514	RSP5	PHO91	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3947	RSP5_YEAST	SIT1_YEAST	P39940	P39980	RSP5	SIT1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3948	RSP5_YEAST	ARN1_YEAST	P39940	P38731	RSP5	ARN1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3949	RSP5_YEAST	MAL11_YEAST	P39940	P53048	RSP5	MAL11	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3950	RSP5_YEAST	RIM4_YEAST	P39940	P38741	RSP5	RIM4	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3951	RSP5_YEAST	NKP2_YEAST	P39940	Q06162	RSP5	NKP2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3952	RSP5_YEAST	EAR1_YEAST	P39940	Q03212	RSP5	EAR1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3953	RSP5_YEAST	YL326_YEAST	P39940	Q06170	RSP5	YLR326W	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3954	RSP5_YEAST	RCR2_YEAST	P39940	Q03446	RSP5	RCR2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3955	RSP5_YEAST	CBPS_YEAST	P39940	P27614	RSP5	CPS1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3956	RSP5_YEAST	HXT7_YEAST	P39940	P39004	RSP5	HXT7	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3957	RSP5_YEAST	ALY2_YEAST	P39940	P47029	RSP5	ALY2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3958	RSP5_YEAST	RIR2_YEAST	P39940	P09938	RSP5	RNR2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3959	RSP5_YEAST	YHT1_YEAST	P39940	P38835	RSP5	YHR131C	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3960	RSP5_YEAST	NACA_YEAST	P39940	P38879	RSP5	EGD2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3961	RSP5_YEAST	NSL1_YEAST	P39940	Q12143	RSP5	NSL1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3962	RSP5_YEAST	BUL1_YEAST	P39940	P48524	RSP5	BUL1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3963	RSP5_YEAST	GPA1_YEAST	P39940	P08539	RSP5	GPA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3964	RSP5_YEAST	ECM21_YEAST	P39940	P38167	RSP5	ECM21	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3965	RSP5_YEAST	TAT1_YEAST	P39940	P38085	RSP5	TAT1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3966	RSP5_YEAST	BSC5_YEAST	P39940	P53755	RSP5	BSC5	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3967	RSP5_YEAST	YLH47_YEAST	P39940	Q06493	RSP5	YLH47	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3968	RSP5_YEAST	RFA1_YEAST	P39940	P22336	RSP5	RFA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3969	RSP5_YEAST	PPN1_YEAST	P39940	Q04119	RSP5	PPN1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3970	RSP5_YEAST	RV167_YEAST	P39940	P39743	RSP5	RVS167	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3971	RSP5_YEAST	ALG6_YEAST	P39940	Q12001	RSP5	ALG6	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3972	RSP5_YEAST	CSR2_YEAST	P39940	Q12734	RSP5	CSR2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3973	RSP5_YEAST	PUT4_YEAST	P39940	P15380	RSP5	PUT4	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3974	RSP5_YEAST	RCR1_YEAST	P39940	P38212	RSP5	RCR1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3975	RSP5_YEAST	MCA1_YEAST	P39940	Q08601	RSP5	MCA1	MEDLINE	30675380	We noted multiple ubiquitination sites on Yca1 and established <span class="match term0">Rsp5</span> as the candidate E3 ligase involved in this process	HECT	1	Other	S.cerevisiae
3976	RSP5_YEAST	SMF1_YEAST	P39940	P38925	RSP5	SMF1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3977	RSP5_YEAST	PMA1_YEAST	P39940	P05030	RSP5	PMA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3978	RSP5_YEAST	DIA1_YEAST	P39940	P54005	RSP5	DIA1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3979	RSP5_YEAST	SLA2_YEAST	P39940	P33338	RSP5	SLA2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3980	RSP5_YEAST	NOP3_YEAST	P39940	Q01560	RSP5	NPL3	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3981	RSP5_YEAST	ARR3_YEAST	P39940	Q06598	RSP5	ARR3	MEDLINE	30776335	Endocytic degradation of Acr3 is promoted by the ubiquitin ligase <span class="match term0">Rsp5</span> and requires polyubiquitination of Acr3 at multiple lysine residues via lysine 63-linked ubiquitin chains	HECT	1	Other	S.cerevisiae
3982	RSP5_YEAST	ALR1_YEAST	P39940	Q08269	RSP5	ALR1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3983	RSP5_YEAST	HXT6_YEAST	P39940	P39003	RSP5	HXT6	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3984	RSP5_YEAST	MAL61_YEASX	P39940	P15685	RSP5	MAL61	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3985	RSP5_YEAST	SGT1_YEAST	P39940	Q08446	RSP5	SGT1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3986	RSP5_YEAST	CARP_YEAST	P39940	P07267	RSP5	PEP4	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3987	RSP5_YEAST	GAP1_YEAST	P39940	P19145	RSP5	GAP1	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3988	RSP5_YEAST	TAT2_YEAST	P39940	P38967	RSP5	TAT2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3989	RSP5_YEAST	YPQ1_YEAST	P39940	Q12010	RSP5	YPQ1	MEDLINE	33351098	Cell Biol.https://doi.org/10.1083/jcb.202001116) show that in Saccharomyces cerevisiae, the vacuole-associated <span class="match term0">Rsp5</span> ubiquitin ligase uses a TMD in substrate adaptor Ssh4 to recognize membrane helices in <span class="match term1">Ypq1</span>, which targets this lysine transporter for lysosomal degradation during lysine starvation.	HECT	1	Other	S.cerevisiae
3990	RSP5_YEAST	NTH2_YEAST	P39940	Q08214	RSP5	NTG2	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3991	RSP5_YEAST	YD012_YEAST	P39940	Q12489	RSP5	YDL012C	MEDLINE	22199232	E3Net	HECT	1	Other	S.cerevisiae
3992	RSP5_YEAST	SNC1_YEAST	P39940	P31109	RSP5	SNC1	MEDLINE	31067149	Degradative sorting requires lysine residues in the juxtamembrane region of <span class="match term1">Snc1</span> and is mediated by the <span class="match term0">Rsp5</span> ubiquitin ligase and its transmembrane adapters, Ear1 and Ssh4, which localize to endosome and vacuole membranes	HECT	1	Other	S.cerevisiae
